,name,genres,publisher,developer,price
595970,Club Manager 2016 - Upgrade to Club Manager 2017,"['Simulation', 'Sports', 'Strategy']",Big Blaze Games,2tainment GmbH,14.99
595980,Copoka: Original Soundtrack,"['Casual', 'Indie']",Inaccurate Interactive,0,0.0
595990,Princess Kidnapper 2 - VR,"['Action', 'Adventure', 'Sports', 'VR']",0,0,0.99
596010,Andy Kaufman: My Breakfast With Blassie,['Movie'],0,0,2.99
596040,Mike Birbiglia: My Girlfriend's Boyfriend,['Movie'],0,0,3.99
596070,Skills Hockey VR,"['Early Access', 'Sports']",0,0,1.99
596080,Embers of Mirrim,"['Adventure', 'Indie']",Creative Bytes Studios,Creative Bytes Studios,19.99
596110,Pixel Privateers - Official Soundtrack,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']","Quadro Delta,Kole Audio Solutions",Re-Logic,4.99
596120,[City of God I:Prison Empire]-Original Sound Track,"['Indie', 'RPG', 'Simulation', 'Strategy']",Pixel Gangsta Studio,Pixel Gangsta Studio,1.99
596130,Fantasy Grounds - C2 Shades of Mist (Castles and Crusades),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,8.99
596140,Photo &amp; Graphic Designer 12 Steam Edition,"['Design &amp; Illustration', 'Photo Editing']",MAGIX Software GmbH,MAGIX Software GmbH,69.99
596160,TrickStyle - Soundtrack,"['Action', 'Racing', 'Sports']",Throwback Entertainment,Throwback Entertainment,0.0
596170,Magazime Editor,"['Action', 'Indie', 'Simulation']",0,0,0.99
596190,Tom Clancy's The Division™ - Last Stand,"['Action', 'Adventure', 'RPG']",Massive Entertainment,Ubisoft,14.99
596230,Torment: Tides of Numenera - Legacy Edition Upgrade,"['Adventure', 'Indie', 'RPG', 'Strategy']",inXile Entertainment,inXile Entertainment,19.99
596231,Torment: Tides of Numenera - Immortal Edition Upgrade,"['Adventure', 'Indie', 'RPG', 'Strategy']",inXile Entertainment,inXile Entertainment,44.99
596260,S-COPTER: Trials of Quick Fingers and Logic,"['Action', 'Indie']",Noble Fox Games,Noble Fox Games,0.0
596270,Tales of Terror: Crimson Dawn,"['Adventure', 'Casual']",Deep Shadows Games,Big Fish Games,6.99
596280,You Are God,"['Indie', 'Simulation', 'Strategy', 'Early Access']",BefuddleBug,BefuddleBug,4.99
596370,Turn,"['Casual', 'Indie']",Sidi Games,Sidi Games,2.99
596390,Over My Dead Body (For You),"['Action', 'Casual', 'Indie']",DUNEWORLD GAMES INC.,DUNEWORLD GAMES INC.,9.99
596400,Azada: Elementa Collector's Edition,"['Adventure', 'Casual']",ERS G Studios,Big Fish Games,9.99
596450,Doug Benson: Doug Dynasty,['Movie'],0,0,3.99
596460,Antihero - Soundtrack,"['Indie', 'Strategy']",Tim Conkling,0,7.99
596470,Cartesian,"['Adventure', 'Free to Play', 'Indie']",BetaShark LLC,BetaShark LLC,0.0
596520,Please - Soundtrack,"['Action', 'Adventure', 'Indie']","Mute Canary,Mauvesic",0,0.99
596530,Chaos Drift,['RPG'],OmniStorm Gaming,OmniStorm Gaming,7.99
596540,The Lost Heir 3: Demon War,"['Adventure', 'Indie', 'RPG']",Hosted Games,Hosted Games,5.99
596570,GRAY TANK,"['Action', 'Adventure', 'Casual', 'RPG']",DV-T,DV-T,1.99
596580,Fading of Zarya 7,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",SiBear Games,SiBear Games,0.0
596590,Linked,"['Casual', 'Indie']",ThinkOfGames,ThinkOfGames,2.99
596620,Gas Guzzlers: Combat Carnage,"['Action', 'Racing']",Gamepires,Gamepires,4.99
596630,Ricochet Kills: Noir,['Indie'],mibix,mibix,2.99
596640,Lost in the Ocean VR,"['Action', 'Indie', 'Simulation', 'Adventure', 'VR']",0,0,7.99
596650,Tap Adventure: Time Travel,"['Adventure', 'Free to Play']",Avallon Alliance,Panoramik inc,0.0
596690,REVENGE: First Blood,"['Action', 'Adventure', 'Indie', 'RPG']",Vyacheslav Shilikhin,Vyacheslav Shilikhin,2.99
596710,Kith - Tales from the Fractured Plateaus,"['Adventure', 'Casual', 'Free to Play', 'Indie']",Screwy Lightbulb,Screwy Lightbulb,0.0
596730,Mountaineer,['Adventure'],Cryobolt Interactive,Cryobolt Interactive,0.0
596740,Origin Space,"['Action', 'Indie', 'RPG', 'Early Access']",Rimware,Rimware,9.99
596750,Sam Kinison: Breaking the Rules,['Movie'],0,0,2.99
596760,NBA Playgrounds - Hot ’N Frosty,['Sports'],Saber Interactive,"Mad Dog Games, LLC",9.99
596790,Sam Kinison: Family Entertainment Hour,['Movie'],0,0,2.99
596810,Save Their Souls,"['Casual', 'Indie']",BIOSZARD Dev,Jungle Coworking,1.99
596820,Steam: Rails to Riches - Carcassonne Map,"['Casual', 'Indie', 'Strategy']","Acram Digital,Mobo Studio",Acram Digital,4.99
596821,Steam: Rails to Riches - USA-Canada Map,"['Casual', 'Indie', 'Strategy']","Acram Digital,Mobo Studio",Acram Digital,4.99
596822,Steam: Rails to Riches - Northern England Map,"['Casual', 'Indie', 'Strategy']","Acram Digital,Mobo Studio",Acram Digital,4.99
596823,Steam: Rails to Riches - Belgium &amp; Luxembourg Map,"['Casual', 'Indie', 'Strategy']","Acram Digital,Mobo Studio",Acram Digital,4.99
596870,Drop Hunt - Adventure Puzzle,"['Adventure', 'Indie']",Oriplay,"Atomic Fabrik , Cristian Manolachi",1.99
596880,VEGAS DVD Architect Steam Edition,['Video Production'],MAGIX Software GmbH,MAGIX Software GmbH,99.99
596890,Life of a Mobster,"['Adventure', 'Indie', 'RPG']",Hosted Games,Hosted Games,3.99
596910,Life of a Wizard,"['Adventure', 'Indie', 'RPG']",Hosted Games,Hosted Games,3.99
596940,Hide and Seek,"['Casual', 'Free to Play', 'Indie']",Llama Software,Llama Software,0.0
596950,Rat Simulator,"['Casual', 'Indie', 'Simulation']",Visualnoveler,Visualnoveler,7.99
596960,FEMINAZI: The Triggering Soundtrack,"['Casual', 'Indie']","hyperboreanGames,Svarog Studios",Back To Basics Gaming,0.99
596970,SUNLESS SKIES,"['Adventure', 'Indie', 'RPG', 'Early Access']",Failbetter Games,Failbetter Games,24.99
596990,Mini Rollers,"['Action', 'Casual', 'Indie']",Gawkfish Studios,Gawkfish Studios,6.99
597020,All-Star Fielding Challenge VR,"['Early Access', 'Simulation', 'Sports', 'VR']",0,0,5.99
597040,Dumbass Drivers!,"['Indie', 'Racing']",Screen 7,Screen 7,1.99
597070,Watch_Dogs® 2 - Retro Modernist Pack,"['Action', 'Adventure']",Ubisoft,0,6.99
597071,Watch_Dogs® 2 - Glow_Pro Pack,"['Action', 'Adventure']",Ubisoft,0,6.99
597072,Watch_Dogs® 2 - Ride Britannia Pack,"['Action', 'Adventure']",Ubisoft,0,6.99
597073,Watch_Dogs® 2 - Kick It Pack,"['Action', 'Adventure']",Ubisoft,0,6.99
597074,Watch_Dogs® 2 - Velvet Cowboy,"['Action', 'Adventure']",Ubisoft,0,4.99
597075,Watch_Dogs® 2 - Bay Area Thrash Pack,"['Action', 'Adventure']",Ubisoft,0,2.99
597076,Watch_Dogs® 2 - Mega Pack,"['Action', 'Adventure']",Ubisoft,0,19.99
597090,Comit the Astrodian 2,['Indie'],LunarCore Games,LunarCore Games,1.99
597110,Fruit Sudoku🍉,"['Casual', 'Indie']",SlyGames,SlyGames,0.99
597120,The Filmmaker - A Text Adventure,"['Adventure', 'Casual', 'Indie']",Storycentric Worlds,Unimatrix Productions,4.99
597150,Hyper Knights,"['Action', 'Adventure', 'Indie']",Endless Loop Studios,Endless Loop Studios,4.99
597170,Clone Drone in the Danger Zone,"['Action', 'Indie', 'Early Access']",Doborog Games,Doborog Games,14.99
597190,Lunaform,"['Action', 'Casual', 'Indie']",Chronobit Studios,Chronobit Studios,0.99
597200,Epic Little War Game,"['Indie', 'Strategy']",Rubicon Development,Rubicon Development,4.99
597210,Bayou Island - Point and Click Adventure,"['Adventure', 'Casual', 'Indie']",Andy Howard Games,Andy Howard Games,1.99
597220,West of Loathing,"['Adventure', 'Indie', 'RPG']",Asymmetric,Asymmetric,10.99
597230,Shotgun Legend,"['Action', 'Indie', 'RPG', 'Early Access']",Jonathan Tindell,Wastebasket Games,4.99
597240,johnsgame,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']","GCRH,Daynar",GCRH,1.99
597270,The Horus Heresy: Battle of Tallarn - Ascendance Campaign,['Strategy'],HexWar Games,0,2.99
597280,Witch Hunters: Stolen Beauty Collector's Edition,"['Adventure', 'Casual']",Top Evidence Studio,Big Fish Games,9.99
597290,Fantasy Grounds - Castellan's Guide to Arms &amp; Armor (Castles &amp; Crusades),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,9.99
597300,Eddie Pepitone: In Ruins,['Movie'],0,0,3.99
597310,Fantasy Grounds - Pathfinder RPG - Core Rules Pack (PFRPG),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,49.99
597360,The Founder,"['Movie', 'Drama', 'Indie', 'Comedy']",0,0,4.99
597370,Gold,"['Movie', 'Drama', 'Action', 'Indie']",0,0,4.99
597420,Fantasy Grounds - Pathfinder RPG - Bestiary 1 Pack (PFRPG),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,39.99
597520,Online Gamer,"['Episodic', 'Comedy']",0,0,1.99
597540,Mad Men,"['Episodic', 'Drama']",0,0,2.99
597590,Attack of the Bugs,"['Action', 'VR']",0,0,7.99
597600,Fantasy Grounds - Pathfinder RPG - Kingmaker AP 1: Stolen Land (PFRPG),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,19.99
597610,Fantasy Grounds - Pathfinder RPG - Kingmaker AP 2: Rivers Run Red (PFRPG),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,19.99
597640,"Buccaneers, Bounty &amp; Boom!",['Strategy'],Iron Helmet Games,Iron Helmet Games,11.99
597660,The Music Box Japanese Horror Complete Bundle,['Audio Production'],BitterSweet Entertainment Inc.,SmileBoom Co.Ltd.,34.99
597670,Exterminator,"['Action', 'Casual', 'Sports']",0,0,9.99
597690,Blink Original Soundtrack,['Indie'],nextReality Games,nextReality Games,2.99
597700,OVIVO,"['Adventure', 'Indie']",IzHard,IzHard,7.99
597720,Stunt Toys,"['Action', 'Indie', 'Racing']","IKI STUDIOS, LLC","IKI STUDIOS, LLC",2.99
597770,VINDICTA,"['Early Access', 'FPS', 'VR', 'Action', 'Indie']",0,0,14.99
597800,Eugene Mirman: Vegan On His Way To The Complain Store,['Movie'],0,0,3.99
597810,Shining Plume 2,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Warfare Studios,Warfare Studios,1.99
597840,Live Wallpaper Master,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing', 'Utilities']",DesktopPaints LLC,DesktopPaints LLC,3.99
597860,Nightmare Boy,"['Action', 'Adventure', 'Indie']",The Vanir Project,Badland Games,9.99
597890,Fantasy Grounds - C1 The Mortality of Green (Castles and Crusades),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,8.99
597910,Quantum Engine,"['Design &amp; Illustration', 'Education', 'Utilities']","Wannes Vanoyenbrugge,Jorn Segers",Quantum Engine,14.99
597920,Survivalizm - The Animal Simulator,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",IronBoundManzer,IronBoundManzer,14.99
597930,Fantasy Grounds - Darkwoulfe's Volume 27 - Things that go Bump Pack 3 (Token Pack),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,4.99
597940,Fantasy Grounds - Mini-Dungeon #023: The Aura of Profit (PFRPG),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,2.99
597950,Fantasy Grounds - Mini-Dungeon #024: The Lapis Maiden of Serena Hortum (PFRPG),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,2.99
597970,Age of Rivals,"['Indie', 'Strategy']",Roboto Games,Roboto Games,9.99
597990,I'm Titanium,"['Action', 'Adventure', 'Casual', 'Indie']",SGS Team,SGS Team,6.99
598020,"Mafia III: Faster, Baby!","['Action', 'Adventure']",Hangar 13,2K,14.99
598021,Mafia III: Stones Unturned,"['Action', 'Adventure']",Hangar 13,2K,14.99
598022,Mafia III: Sign of the Times,"['Action', 'Adventure']",Hangar 13,2K,9.99
598050,Ominous Objects: Family Portrait Collector's Edition,"['Adventure', 'Casual']",Daily Magic Productions,Big Fish Games,9.99
598100,Tommy Davidson: Illin' In Philly,['Movie'],0,0,2.99
598110,Fallout 4 - Creation Club,['RPG'],Bethesda Game Studios,Bethesda Softworks,0.0
598120,The Elder Scrolls V: Skyrim Special Edition - Creation Club,['RPG'],Bethesda Game Studios,Bethesda Softworks,0.0
598150,Mint Muse Sound Flare,"['Early Access', 'Audio Production']",0,0,29.99
598160,The American Nurse,['Movie'],0,0,4.99
598180,Arcane Mapper,"['Design &amp; Illustration', 'Early Access']",Arcane Architect,Arcane Architect,9.99
598190,Hollow Knight - Official Soundtrack,"['Action', 'Adventure', 'Indie']",Team Cherry,0,9.99
598230,Ascender,"['Adventure', 'Indie']",GameChanger Studio,GameChanger Studio,8.99
598240,Stupid Raft Battle Simulator,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",CREATIV GAME DEVELOPER LLC.,CREATIV GAME DEVELOPER LLC.,5.99
598290,Don't open the doors! – Photo Album,"['Action', 'Adventure', 'Indie', 'RPG']",Anton Riot,0,0.0
598330,SimAirport,"['Indie', 'Simulation', 'Strategy', 'Early Access']",LVGameDev LLC,LVGameDev LLC,19.99
598340,Lament,['Action'],Radcroc,Radcroc,0.99
598350,Alien Insanity,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Paul Bird,Marjupi Games,2.99
598390,Of Guards and Thieves - Firefight,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",Subvert Games,Subvert Games,0.0
598410,Operation Biotech,"['Action', 'Adventure', 'Indie']",Uncle Frost Team,Enjoy Games,0.0
598470,Dungeon Creepster,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Electric Root,VT Publishing,0.99
598480,World of One,"['Action', 'Adventure', 'Indie']",Grimwood Team,Grimwood Team,6.99
598500,Startide,"['Action', 'Indie']","Swimming Scorpions,MMEU",Forever Entertainment S. A.,9.99
598530,Naev,"['Action', 'Free to Play', 'Indie']",Naev Team,Naev Team,0.0
598540,Locomancer Soundtrack,['Casual'],Nathan Boler,Eric Lipschutz,2.99
598590,Escape 2042 - The Truth Defenders,"['Action', 'Adventure', 'Indie']",OrionSoft,OrionSoft,3.99
598610,Avalon Legends Solitaire,"['Casual', 'Indie', 'Strategy']",Anawiki Games,Anawiki Games,8.99
598620,Mystery Riddles,"['Casual', 'Indie']",Anawiki Games,Anawiki Games,8.99
598640,Wonder Wickets,"['Action', 'Casual', 'Indie', 'Sports']",Rightstick Studios,ANIM•ACE,0.0
598660,Plevr,"['Utilities', 'VR', 'Video Production']",0,0,9.99
598670,Otome Romance Jigsaws - Midnight Cinderella &amp; Destined to Love,"['Adventure', 'Casual', 'Simulation', 'Strategy']",BottleCube inc.,BottleCube inc.,9.99
598680,Master of Magic Chess,"['Massively Multiplayer', 'RPG', 'Strategy']",The Ninth Art,The Ninth Art,0.0
598690,Dark Legion VR,"['Early Access', 'Adventure', 'Casual', 'Indie', 'Action', 'VR', 'FPS']",0,0,19.99
598700,The Vagrant,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",O.T.K Games,SakuraGame,3.99
598710,ICEY - UCEY's Awakening,"['Action', 'Adventure', 'Indie', 'RPG']",FantaBlade Network,X.D. Network Inc.,0.0
598720,Country of One,"['Early Access', 'Simulation', 'Action', 'Adventure', 'VR']",0,0,8.99
598740,HORIZON VANGUARD,"['Action', 'Indie', 'VR']",0,0,0.0
598770,World of One - Soundtrack,"['Action', 'Adventure', 'Indie']",Grimwood Team,Grimwood Team,1.99
598810,Carcassonne - Tiles &amp; Tactics,"['Casual', 'Strategy']","Asmodee Digital,Frima Studio",Asmodee Digital,14.99
598820,Aloha Paradise Hotel,"['Free to Play', 'Simulation', 'Strategy']",GAMESinFLAMES,GAMESinFLAMES,0.0
598840,Ninja Shodown,['Action'],Bitmap Bureau,Rising Star Games,14.99
598860,MAGIX Video Pro X8 Steam Edition,['Video Production'],MAGIX Software GmbH,MAGIX Software GmbH,399.0
598940,Doodle Mafia,"['Casual', 'Indie', 'Simulation']",JoyBits Ltd.,JoyBits Ltd.,5.99
598960,Mashinky,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Jan Zelený,Jan Zelený,24.99
598990,Pizza Connection,"['Simulation', 'Strategy']",Assemble Entertainment,Assemble Entertainment,5.99
599000,Pizza Connection 2,"['Simulation', 'Strategy']",Assemble Entertainment,Assemble Entertainment,5.99
599040,Win That War!,"['Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']",Insane Unity,Insane Unity,19.99
599050,Syrian Warfare Original Soundtrack,"['Indie', 'Strategy']",Cats Who Play,Cats Who Play,3.99
599060,Age of Heroes: Conquest,"['Free to Play', 'Massively Multiplayer', 'RPG']",5th Planet Games,5th Planet Games,0.0
599090,15 Defense,"['Casual', 'Indie']",LiMAVR,Atriagames,2.99
599100,Green Cat,"['Adventure', 'Indie']",Anatoliy Loginovskikh,Atriagames,2.99
599140,Graveyard Keeper,"['Adventure', 'Indie', 'Simulation']",Lazy Bear Games,tinyBuild,0.0
599180,Mister Mart,"['Early Access', 'Indie', 'Action', 'VR', 'Funny']",0,0,4.99
599400,TANE DLC: Andrushivka - Vinnitsa UZ,['Simulation'],N3V Games,0,29.99
599420,The Raiders,"['Action', 'Indie', 'Casual', 'VR']",0,0,7.99
599430,War of Castle VR,"['Early Access', 'Indie', 'Action', 'Massively Multiplayer', 'VR']",0,0,15.99
599440,RPG Maker MV - Hiroki Kikuta music pack: The Fury,"['Design &amp; Illustration', 'Web Publishing']","KADOKAWA,Yoji Ojima,Hiroki Kikuta",Degica,14.99
599441,RPG Maker MV - Hiroki Kikuta music pack: The Calm,"['Design &amp; Illustration', 'Web Publishing']","KADOKAWA,Yoji Ojima,Hiroki Kikuta",Degica,14.99
599460,Weapon Shop Fantasy,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Digdog Studio,INDIECN,6.99
599480,Flamel's miracle（弗拉梅尔的奇迹）,"['Adventure', 'Indie']",Weixi Studio,Weixi Studio,9.99
599490,Bounty Killer,"['Early Access', 'Indie', 'Action', 'RPG']",0,0,0.0
599510,SpaceDweller,"['Indie', 'Strategy']",Roman Kozhukhov,Roman Kozhukhov,9.99
599520,AirMech® Soundtrack,"['Strategy', 'Action', 'Indie']",0,0,9.99
599540,TANE DLC: Victorian Railways Type 2 DD Class Pack,['Simulation'],N3V Games,0,12.99
599560,Ghost Files: The Face of Guilt,"['Adventure', 'Casual']",Brave Giant LTD,Artifex Mundi,9.99
599630,Mountain Mind - Headbanger's VR,"['Indie', 'VR', 'Great Soundtrack']",0,0,9.99
599670,Chess3D,"['Casual', 'Simulation', 'Strategy']",Whitefishgames,SW-Winsoft,9.99
599750,Crisis in the Kremlin,"['Indie', 'Simulation', 'Strategy']",Kremlingames,Kremlingames,4.99
599800,Easy Magic,"['Action', 'Adventure', 'Indie', 'Strategy']",Dream Real,Dream Real,1.99
599810,Legendary Tracks Part 2: Adelaide,"['Racing', 'Simulation', 'Sports']",Reiza Studios,0,5.99
599840,Planet RIX-13,"['Adventure', 'Indie']",9 Eyes Game Studio,9 Eyes Game Studio,2.99
599860,Fantasy Grounds - In Search of the Trollslayer (BRP),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,9.99
599900,Tower Defense - Fantasy Legends Tower Game,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Lapusanu Patriciu,Modulesden,4.99
599910,Rush Rover - OST,"['Action', 'Adventure', 'Indie']",radio,indienova,1.99
599970,Kathleen Madigan: Madigan Again,['Movie'],0,0,3.99
599990,SecondSpeed,"['Action', 'Adventure', 'Indie', 'Simulation', 'Sports', 'Early Access']","izzYFoxDev,Panda2U",izzYFoxDev,1.99
600000,The St Christopher's School Lockdown,['Adventure'],Classroom Graffiti Productions,Classroom Graffiti Productions,11.99
600070,Virtual Battlemap DLC - Space Dungeons,"['Design &amp; Illustration', 'Utilities']",Dragom,Dragom,14.99
600120,Life Forge ORPG,"['Casual', 'Free to Play', 'RPG', 'Early Access']","SkywardRiver,Zetasis,BeNjO,Nikakosa,Rex",Skywyre,0.0
600150,Warpaint,"['Strategy', 'Casual', 'Indie', 'VR']",0,0,9.99
600170,Off The Record: The Art of Deception Collector's Edition,"['Adventure', 'Casual']",Eipix Entertainment,Big Fish Games,9.99
600180,Light Strike Array,"['Early Access', 'Strategy', 'Action', 'Indie']",0,0,24.99
600190,Ski Jump VR,"['Early Access', 'Sports']",0,0,4.99
600210,RoboMatch,"['Casual', 'Indie', 'RPG']",Anti-Ded GameDev,Anti-Ded GameDev,0.99
600220,Jay Pharoah: Can I Be Me?,['Movie'],0,0,3.99
600230,Epsilon Jump Prime,"['Action', 'Indie']",Energize Labs Inc.,Energize Labs Inc.,3.99
600240,FPV Air Tracks - Supporter Pack,"['Racing', 'Simulation', 'Sports']",Flyleap Studios,0,2.99
600250,Art of Guile,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",Unphysical Machinery,Unphysical Machinery,5.99
600260,Jungle Dino VR,"['Adventure', 'Indie', 'Simulation', 'Dinosaurs', 'VR']",0,0,9.99
600280,Supreme Ruler The Great War,"['Indie', 'Simulation', 'Strategy']",BattleGoat Studios,BattleGoat Studios,19.99
600310,Rogue'n Roll,"['Action', 'Indie']",Pierre Brengues,Pierre Brengues,4.99
600320,TASTEE: Lethal Tactics - Map: Backyard Colosseum,"['Indie', 'Strategy']",SkyBox Labs,SkyBox Labs,2.99
600340,Turret Terminator,"['Twin Stick Shooter', 'Top-Down', 'Arcade', 'Shooter', ""Shoot 'Em Up"", 'Sci-fi', 'Destruction', 'Top-Down Shooter', 'Indie']",10kbit Games,10kbit Games,1.99
600350,VectorWars VR,"['Action', 'Adventure', 'Indie', 'Casual', 'VR']",0,0,3.99
600410,HERO-E,"['Action', 'Free to Play', 'Indie']",Osky Studios,Osky Studios,0.0
600430,Ticket to Ride: First Journey,"['Casual', 'Strategy']",Payoff Technologies,"Asmodee Digital, Days of Wonder",4.99
600440,Cyber Complex,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']","PolarityFlow,Adrian Zingg",PolarityFlow,9.99
600450,Shoot Paint,['Indie'],DGames,Lestyo,0.99
600470,Fantasy Grounds - Fantasy Companion (Savage Worlds),"['Indie', 'RPG', 'Strategy']","SmiteWorks USA, LLC",0,9.99
600500,LASER STRIKERS,"['Casual', 'Indie', 'Sports', 'Strategy']",Koth Studo,Koth Studio,4.99
600530,Kautic,"['Action', 'Adventure', 'Indie']",Bad Coffee Games,Bad Coffee Games,2.99
600550,Save Our Souls - Episode I,"['Action', 'Adventure', 'Casual', 'Indie']",Relentless Game Studios,Relentless Game Studios,6.99
600560,Endless Legend™ - Forgotten Love Add-on,"['RPG', 'Strategy']",AMPLITUDE Studios,SEGA,0.0
600580,Dark Mechanism - Virtual reality,"['Casual', 'VR']",0,0,1.99
600590,FlatOut 4: Total Insanity Soundtrack Volume 1,['Racing'],Kylotonn,Strategy First,9.99
600591,FlatOut 4: Total Insanity Soundtrack Volume 2,['Racing'],Kylotonn,Strategy First,9.99
600592,FlatOut 4: Total Insanity Soundtrack Volume 3,['Racing'],Kylotonn,Strategy First,9.99
600600,MakeThatMoney,"['Casual', 'Simulation']",EcoGames,EcoGames,2.99
600630,Spaceship Looter,"['Action', 'Adventure', 'Indie', 'RPG']",Luxorix Games,Luxorix Games,9.99
600640,Trapped Summoner,"['Action', 'Adventure', 'Indie', 'RPG']",Trapped Team,Trapped Team,1.99
600650,OK Bob,"['Indie', 'Casual', 'VR']",0,0,3.99
600660,Kimmy,['Indie'],Star Maid Games,N/A,9.99
600690,TROID BLASTER,"['Action', 'Indie']",KINGS GUARD GAMES,KINGS GUARD GAMES,2.99
600720,Trackmania² Lagoon,"['Racing', 'Sports']",Nadeo,Ubisoft,19.99
600740,Land Doctrine,"['Indie', 'Strategy']",Polygma Studio,Polygma Studio,4.99
600750,Star Trek Timelines,"['Adventure', 'Free to Play', 'RPG', 'Strategy']",Disruptor Beam Inc.,Disruptor Beam Inc.,0.0
600820,91 Days,"['Anime', 'Episodic', 'Drama', 'Action']",0,0,1.99
600830,Ace Attorney,"['Anime', 'Episodic']",0,0,1.99
600840,Alderamin on the Sky,"['Anime', 'Episodic']",0,0,1.99
600850,Berserk,"['Anime', 'Violent', 'Gore', 'Episodic', 'Sexual Content', 'Nudity', 'Action', 'Dark Fantasy', 'Fantasy', 'Horror']",0,0,1.99
600860,Gintama,"['Anime', 'Episodic', 'Comedy', 'Action']",0,0,1.99
600870,JOKER GAME,"['Anime', 'Episodic']",0,0,1.99
600880,Kabaneri of the Iron Fortress,"['Anime', 'Episodic', 'Action', 'Steampunk']",0,0,1.99
600890,KanColle,"['Anime', 'Episodic']",0,0,1.99
600900,Mob Psycho 100,"['Anime', 'Episodic', 'Comedy', 'Action', 'Supernatural']",0,0,1.99
600910,NANBAKA,"['Anime', 'Episodic']",0,0,1.99
600920,Orange,"['Anime', 'Episodic']",0,0,1.99
600930,Re:ZERO -Starting Life in Another World-,"['Anime', 'Episodic', 'Fantasy', 'Psychological', 'Drama', 'Gore', 'Dark Fantasy', 'Story Rich', 'Violent', 'Memes', 'Romance', 'Thriller']",0,0,1.99
600940,Taboo Tattoo,"['Anime', 'Episodic']",0,0,1.99
600950,The Testament of Sister New Devil,"['Anime', 'Episodic', 'Nudity']",0,0,1.99
600960,Twin Star Exorcists,"['Anime', 'Episodic']",0,0,1.99
600970,Yamada-kun and the Seven Witches,"['Anime', 'Episodic', 'Comedy']",0,0,1.99
600980,Master Shot VR,"['Early Access', 'Action', 'Casual', 'Simulation', 'VR']",0,0,7.99
601010,Hotel Anatolia,"['Adventure', 'Indie', 'RPG']",Elven Workshop,Elven Workshop,0.99
601080,TRANCE VR,"['Strategy', 'Action', 'Indie', 'VR']",0,0,7.99
601110,Twin Roads,"['Adventure', 'Indie', 'Casual', 'VR', 'Singleplayer', '3D Platformer', 'Great Soundtrack']",0,0,4.99
601120,Brain Machine,"['Indie', 'Early Access']",Brainagi Games,Youzu Stars,4.99
601130,Spark,"['Action', 'Casual', 'Indie']","Knightmare Games, Limited","Knightmare Games, Limited",6.99
601170,ZiL Truck RallyCross,"['Indie', 'Racing', 'Simulation', 'Sports']",Ara Interactive,Ara Interactive,4.99
601180,Doug and Lily,"['Action', 'Adventure', 'Indie']",the_dobrokot,the_dobrokot,0.99
601190,Blossom Tales: The Sleeping King Soundtrack,"['Action', 'Adventure']","Castle Pixel, LLC.",FDG Entertainment,0.0
601200,Pix,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",Pixel After Pixel,Pixel After Pixel,2.99
601240,Ripple,"['Casual', 'Indie']",Playrock Studios,Playrock Studios,1.99
601270,Crusader Kings II: Hymns of Revelation,"['Simulation', 'Strategy']",Paradox Development Studio,0,1.99
601280,Village Story,['Indie'],DGames,Lestyo,1.99
601320,Schlocks,"['Early Access', 'Indie', 'Casual', 'Simulation', 'VR']",0,0,14.99
601330,Eye of Odin,"['Early Access', 'Action', 'VR']",0,0,14.99
601340,Project of the Developer,"['Action', 'Indie']",AL-GAME,AL-GAME,1.99
